  4.259301   4.259384   4.259466   4.259545   4.259623   4.259699   4.259773   4.259846   4.259917   4.259986   4.260054   4.260120   4.260184   4.260246   4.260307   4.260366   4.260424   4.260480   4.260534   4.260587   4.260638   4.260688   4.260736   4.260782   4.260827   4.260870   4.260911   4.260951   4.260989   4.261026   4.261061   4.261094   4.261126   4.261156   4.261185   4.261211   4.261237   4.261260   4.261282   4.261302   4.261321   4.261338   4.261353   4.261366   4.261378   4.261388   4.261396   4.261403   4.261407   4.261410   4.261411
  4.257643   4.257726   4.257807   4.257887   4.257965   4.258041   4.258116   4.258188   4.258259   4.258329   4.258397   4.258463   4.258527   4.258590   4.258651   4.258711   4.258769   4.258825   4.258880   4.258933   4.258984   4.259034   4.259082   4.259129   4.259174   4.259218   4.259259   4.259300   4.259338   4.259375   4.259411   4.259444   4.259477   4.259507   4.259536   4.259563   4.259589   4.259613   4.259635   4.259656   4.259675   4.259692   4.259707   4.259721   4.259733   4.259743   4.259752   4.259758   4.259763   4.259766   4.259767
  4.256299   4.256382   4.256464   4.256543   4.256621   4.256698   4.256772   4.256845   4.256917   4.256986   4.257054   4.257121   4.257185   4.257248   4.257310   4.257370   4.257428   4.257485   4.257540   4.257593   4.257645   4.257695   4.257744   4.257791   4.257836   4.257880   4.257922   4.257963   4.258002   4.258039   4.258075   4.258109   4.258142   4.258173   4.258202   4.258230   4.258256   4.258280   4.258303   4.258324   4.258343   4.258360   4.258376   4.258390   4.258402   4.258413   4.258421   4.258428   4.258433   4.258436   4.258437
  4.255153   4.255236   4.255318   4.255397   4.255476   4.255552   4.255627   4.255700   4.255771   4.255841   4.255909   4.255976   4.256041   4.256104   4.256166   4.256226   4.256285   4.256341   4.256397   4.256451   4.256503   4.256553   4.256602   4.256650   4.256695   4.256740   4.256782   4.256823   4.256863   4.256900   4.256936   4.256971   4.257004   4.257035   4.257065   4.257093   4.257119   4.257144   4.257167   4.257188   4.257208   4.257225   4.257241   4.257255   4.257268   4.257278   4.257287   4.257294   4.257299   4.257302   4.257303
  4.254147   4.254230   4.254312   4.254392   4.254470   4.254546   4.254621   4.254694   4.254766   4.254836   4.254904   4.254971   4.255036   4.255100   4.255162   4.255222   4.255281   4.255338   4.255394   4.255448   4.255500   4.255551   4.255600   4.255648   4.255694   4.255739   4.255782   4.255823   4.255863   4.255901   4.255937   4.255972   4.256005   4.256037   4.256067   4.256095   4.256122   4.256146   4.256170   4.256191   4.256211   4.256229   4.256245   4.256259   4.256272   4.256283   4.256291   4.256298   4.256303   4.256306   4.256307
  4.253247   4.253330   4.253412   4.253492   4.253570   4.253646   4.253721   4.253795   4.253866   4.253936   4.254005   4.254072   4.254137   4.254201   4.254263   4.254324   4.254383   4.254440   4.254496   4.254550   4.254603   4.254654   4.254704   4.254752   4.254798   4.254843   4.254886   4.254927   4.254967   4.255006   4.255043   4.255078   4.255111   4.255143   4.255173   4.255202   4.255228   4.255253   4.255277   4.255298   4.255318   4.255336   4.255353   4.255367   4.255380   4.255391   4.255399   4.255406   4.255411   4.255415   4.255416
  4.252430   4.252513   4.252595   4.252675   4.252753   4.252829   4.252905   4.252978   4.253050   4.253120   4.253189   4.253256   4.253321   4.253385   4.253448   4.253508   4.253567   4.253625   4.253681   4.253736   4.253788   4.253840   4.253890   4.253938   4.253984   4.254029   4.254073   4.254114   4.254155   4.254193   4.254230   4.254265   4.254299   4.254331   4.254361   4.254390   4.254417   4.254442   4.254466   4.254488   4.254508   4.254526   4.254542   4.254557   4.254570   4.254580   4.254589   4.254596   4.254601   4.254604   4.254605
  4.251680   4.251763   4.251845   4.251925   4.252003   4.252080   4.252155   4.252229   4.252301   4.252371   4.252440   4.252507   4.252572   4.252636   4.252699   4.252760   4.252819   4.252877   4.252933   4.252988   4.253041   4.253092   4.253142   4.253191   4.253237   4.253283   4.253326   4.253368   4.253409   4.253447   4.253484   4.253520   4.253554   4.253586   4.253616   4.253645   4.253672   4.253697   4.253721   4.253743   4.253763   4.253781   4.253798   4.253813   4.253825   4.253836   4.253845   4.253852   4.253857   4.253860   4.253861
  4.250986   4.251070   4.251151   4.251231   4.251309   4.251386   4.251461   4.251535   4.251607   4.251677   4.251746   4.251814   4.251879   4.251944   4.252006   4.252067   4.252127   4.252185   4.252241   4.252296   4.252349   4.252401   4.252451   4.252499   4.252546   4.252591   4.252635   4.252677   4.252718   4.252756   4.252794   4.252829   4.252863   4.252895   4.252926   4.252955   4.252982   4.253008   4.253031   4.253053   4.253073   4.253092   4.253108   4.253123   4.253136   4.253147   4.253156   4.253163   4.253168   4.253171   4.253172
  4.250340   4.250423   4.250505   4.250585   4.250663   4.250740   4.250815   4.250889   4.250961   4.251031   4.251100   4.251167   4.251233   4.251298   4.251360   4.251421   4.251481   4.251539   4.251595   4.251650   4.251704   4.251755   4.251806   4.251854   4.251901   4.251947   4.251990   4.252033   4.252073   4.252112   4.252150   4.252185   4.252219   4.252252   4.252282   4.252311   4.252339   4.252364   4.252388   4.252410   4.252430   4.252448   4.252465   4.252480   4.252493   4.252503   4.252513   4.252520   4.252525   4.252528   4.252529
  4.249734   4.249817   4.249898   4.249978   4.250057   4.250134   4.250209   4.250283   4.250355   4.250425   4.250494   4.250562   4.250628   4.250692   4.250755   4.250816   4.250876   4.250934   4.250990   4.251045   4.251099   4.251150   4.251201   4.251249   4.251296   4.251342   4.251386   4.251428   4.251469   4.251508   4.251545   4.251581   4.251615   4.251648   4.251678   4.251707   4.251735   4.251760   4.251784   4.251806   4.251826   4.251845   4.251861   4.251876   4.251889   4.251900   4.251909   4.251916   4.251921   4.251924   4.251925
  4.249162   4.249246   4.249327   4.249407   4.249486   4.249562   4.249638   4.249712   4.249784   4.249854   4.249923   4.249991   4.250057   4.250121   4.250184   4.250245   4.250305   4.250363   4.250420   4.250475   4.250528   4.250580   4.250631   4.250679   4.250726   4.250772   4.250816   4.250858   4.250899   4.250938   4.250976   4.251011   4.251046   4.251078   4.251109   4.251138   4.251165   4.251191   4.251215   4.251237   4.251257   4.251275   4.251292   4.251307   4.251320   4.251331   4.251340   4.251347   4.251352   4.251355   4.251356
  4.248622   4.248705   4.248787   4.248867   4.248945   4.249022   4.249097   4.249171   4.249243   4.249314   4.249383   4.249451   4.249517   4.249581   4.249644   4.249705   4.249765   4.249823   4.249880   4.249935   4.249989   4.250040   4.250091   4.250140   4.250187   4.250232   4.250277   4.250319   4.250360   4.250399   4.250436   4.250472   4.250506   4.250539   4.250570   4.250599   4.250626   4.250652   4.250676   4.250698   4.250718   4.250736   4.250753   4.250768   4.250781   4.250792   4.250801   4.250808   4.250813   4.250816   4.250817
  4.248108   4.248192   4.248273   4.248353   4.248432   4.248509   4.248584   4.248658   4.248730   4.248801   4.248870   4.248937   4.249003   4.249068   4.249131   4.249192   4.249252   4.249310   4.249367   4.249422   4.249476   4.249528   4.249578   4.249627   4.249674   4.249720   4.249764   4.249806   4.249847   4.249886   4.249924   4.249960   4.249994   4.250026   4.250057   4.250086   4.250114   4.250139   4.250163   4.250185   4.250205   4.250224   4.250240   4.250255   4.250268   4.250279   4.250288   4.250295   4.250300   4.250303   4.250304
  4.247619   4.247702   4.247784   4.247864   4.247942   4.248019   4.248095   4.248169   4.248241   4.248311   4.248381   4.248448   4.248514   4.248579   4.248642   4.248703   4.248763   4.248821   4.248878   4.248933   4.248987   4.249039   4.249089   4.249138   4.249185   4.249231   4.249275   4.249317   4.249358   4.249397   4.249435   4.249471   4.249505   4.249538   4.249568   4.249597   4.249625   4.249650   4.249674   4.249696   4.249717   4.249735   4.249752   4.249766   4.249779   4.249790   4.249799   4.249806   4.249811   4.249814   4.249815
  4.247151   4.247234   4.247316   4.247396   4.247475   4.247552   4.247627   4.247701   4.247773   4.247844   4.247913   4.247980   4.248047   4.248111   4.248174   4.248235   4.248295   4.248354   4.248410   4.248465   4.248519   4.248571   4.248622   4.248670   4.248718   4.248763   4.248807   4.248850   4.248891   4.248930   4.248967   4.249003   4.249037   4.249070   4.249101   4.249130   4.249157   4.249183   4.249207   4.249229   4.249249   4.249267   4.249284   4.249299   4.249312   4.249322   4.249331   4.249339   4.249344   4.249347   4.249348
  4.246703   4.246786   4.246868   4.246948   4.247026   4.247103   4.247178   4.247252   4.247325   4.247395   4.247464   4.247532   4.247598   4.247663   4.247726   4.247787   4.247847   4.247905   4.247962   4.248017   4.248071   4.248123   4.248173   4.248222   4.248269   4.248315   4.248359   4.248402   4.248442   4.248482   4.248519   4.248555   4.248589   4.248622   4.248652   4.248681   4.248709   4.248734   4.248758   4.248780   4.248800   4.248819   4.248835   4.248850   4.248863   4.248874   4.248883   4.248890   4.248895   4.248898   4.248899
  4.246272   4.246355   4.246437   4.246517   4.246595   4.246672   4.246747   4.246821   4.246894   4.246964   4.247033   4.247101   4.247167   4.247232   4.247295   4.247356   4.247416   4.247474   4.247531   4.247586   4.247640   4.247692   4.247742   4.247791   4.247838   4.247884   4.247928   4.247970   4.248011   4.248050   4.248088   4.248124   4.248158   4.248190   4.248221   4.248250   4.248278   4.248303   4.248327   4.248349   4.248369   4.248388   4.248404   4.248419   4.248432   4.248442   4.248451   4.248458   4.248464   4.248467   4.248468
  4.245856   4.245940   4.246021   4.246101   4.246180   4.246257   4.246332   4.246406   4.246478   4.246549   4.246618   4.246686   4.246752   4.246816   4.246879   4.246941   4.247001   4.247059   4.247116   4.247171   4.247224   4.247276   4.247327   4.247376   4.247423   4.247469   4.247513   4.247555   4.247596   4.247635   4.247673   4.247708   4.247743   4.247775   4.247806   4.247835   4.247862   4.247888   4.247911   4.247933   4.247954   4.247972   4.247988   4.248003   4.248016   4.248027   4.248036   4.248043   4.248048   4.248051   4.248052
  4.245456   4.245539   4.245620   4.245700   4.245779   4.245856   4.245931   4.246005   4.246077   4.246148   4.246217   4.246285   4.246351   4.246415   4.246478   4.246540   4.246600   4.246658   4.246715   4.246770   4.246823   4.246875   4.246926   4.246975   4.247022   4.247068   4.247112   4.247154   4.247195   4.247234   4.247271   4.247307   4.247341   4.247374   4.247404   4.247433   4.247461   4.247486   4.247510   4.247532   4.247552   4.247570   4.247587   4.247602   4.247614   4.247625   4.247634   4.247641   4.247646   4.247649   4.247650
  4.245068   4.245151   4.245233   4.245313   4.245391   4.245468   4.245544   4.245617   4.245690   4.245760   4.245829   4.245897   4.245963   4.246028   4.246091   4.246152   4.246212   4.246270   4.246327   4.246382   4.246436   4.246488   4.246538   4.246587   4.246634   4.246680   4.246724   4.246766   4.246807   4.246846   4.246883   4.246919   4.246953   4.246986   4.247016   4.247045   4.247072   4.247098   4.247122   4.247144   4.247164   4.247182   4.247199   4.247213   4.247226   4.247237   4.247246   4.247253   4.247258   4.247261   4.247262
  4.244692   4.244775   4.244857   4.244937   4.245015   4.245092   4.245168   4.245242   4.245314   4.245385   4.245454   4.245521   4.245587   4.245652   4.245715   4.245776   4.245836   4.245894   4.245951   4.246006   4.246060   4.246112   4.246162   4.246211   4.246258   4.246304   4.246348   4.246390   4.246431   4.246470   4.246507   4.246543   4.246577   4.246609   4.246640   4.246669   4.246696   4.246722   4.246745   4.246767   4.246787   4.246806   4.246822   4.246837   4.246849   4.246860   4.246869   4.246876   4.246881   4.246884   4.246885
  4.244327   4.244411   4.244492   4.244572   4.244651   4.244728   4.244803   4.244877   4.244949   4.245020   4.245089   4.245157   4.245223   4.245287   4.245350   4.245411   4.245471   4.245529   4.245586   4.245641   4.245695   4.245747   4.245797   4.245846   4.245893   4.245939   4.245983   4.246025   4.246066   4.246105   4.246142   4.246178   4.246212   4.246244   4.246275   4.246304   4.246331   4.246356   4.246380   4.246402   4.246422   4.246440   4.246456   4.246471   4.246484   4.246495   4.246503   4.246510   4.246515   4.246518   4.246519
