    996.91     996.91     996.91     996.92     996.92     996.93     996.94     996.96     996.97     996.98     996.99     997.00     997.02     997.03     997.04     997.06     997.07     997.09     997.10     997.12     997.14     997.15     997.17     997.19     997.22     997.24     997.27     997.31     997.34     997.39     997.44     997.49     997.56     997.64     997.73     997.84     997.96     998.11     998.28     998.48     998.71     998.98     999.30     999.67    1000.10    1000.61    1001.20    1001.89    1002.69    1003.64    1004.73    1004.73    1004.85    1004.97    1005.08    1005.21    1005.33    1005.46    1005.59    1005.72    1005.85    1005.99    1006.13    1006.27    1006.42    1006.57    1006.72    1006.88    1007.04    1007.20    1007.37    1007.53    1007.71    1007.89    1008.07    1008.25    1008.44    1008.63    1008.83    1009.03    1009.24    1009.45    1009.66    1009.88    1010.11    1010.33    1010.57    1010.81    1011.05    1011.30    1011.56    1011.82    1012.09    1012.36    1012.64    1012.92    1013.22    1013.51    1013.82    1014.13    1014.45    1014.77
    993.93     993.93     993.93     993.94     993.96     993.97     993.99     994.01     994.03     994.06     994.08     994.11     994.14     994.17     994.20     994.24     994.28     994.32     994.36     994.41     994.46     994.52     994.58     994.65     994.73     994.82     994.92     995.03     995.15     995.29     995.45     995.62     995.82     996.05     996.31     996.60     996.93     997.31     997.73     998.21     998.75     999.37    1000.06    1000.83    1001.71    1002.70    1003.80    1005.04    1006.43    1007.98    1009.71    1009.71    1009.88    1010.06    1010.24    1010.43    1010.61    1010.80    1010.99    1011.18    1011.38    1011.58    1011.78    1011.98    1012.19    1012.40    1012.61    1012.83    1013.05    1013.27    1013.49    1013.72    1013.95    1014.18    1014.42    1014.66    1014.90    1015.15    1015.40    1015.65    1015.91    1016.17    1016.43    1016.70    1016.97    1017.24    1017.51    1017.79    1018.08    1018.36    1018.65    1018.95    1019.25    1019.55    1019.85    1020.16    1020.47    1020.79    1021.11    1021.43    1021.76    1022.09
    991.07     991.07     991.08     991.10     991.12     991.14     991.17     991.20     991.23     991.27     991.32     991.37     991.42     991.48     991.54     991.61     991.69     991.77     991.86     991.95     992.06     992.18     992.31     992.45     992.61     992.79     992.98     993.20     993.44     993.70     994.00     994.33     994.69     995.10     995.55     996.05     996.60     997.21     997.89     998.64     999.47    1000.39    1001.40    1002.51    1003.74    1005.08    1006.56    1008.18    1009.94    1011.87    1013.98    1013.98    1014.19    1014.40    1014.61    1014.83    1015.05    1015.27    1015.49    1015.72    1015.95    1016.18    1016.41    1016.65    1016.88    1017.12    1017.36    1017.61    1017.86    1018.11    1018.36    1018.61    1018.87    1019.13    1019.39    1019.65    1019.92    1020.19    1020.46    1020.73    1021.01    1021.29    1021.57    1021.85    1022.14    1022.43    1022.72    1023.02    1023.32    1023.62    1023.92    1024.23    1024.53    1024.85    1025.16    1025.48    1025.80    1026.12    1026.44    1026.77    1027.10    1027.43
    988.37     988.37     988.38     988.40     988.43     988.46     988.50     988.55     988.61     988.67     988.74     988.81     988.90     988.99     989.10     989.21     989.33     989.47     989.61     989.78     989.95     990.15     990.36     990.59     990.84     991.12     991.43     991.77     992.13     992.54     992.98     993.46     994.00     994.58     995.21     995.91     996.67     997.50     998.40     999.39    1000.46    1001.63    1002.90    1004.27    1005.77    1007.38    1009.13    1011.01    1013.04    1015.23    1017.58    1017.58    1017.81    1018.05    1018.28    1018.52    1018.76    1019.01    1019.25    1019.50    1019.75    1020.00    1020.25    1020.50    1020.76    1021.02    1021.28    1021.54    1021.80    1022.07    1022.34    1022.61    1022.88    1023.16    1023.43    1023.71    1023.99    1024.27    1024.56    1024.85    1025.13    1025.43    1025.72    1026.01    1026.31    1026.61    1026.91    1027.22    1027.52    1027.83    1028.14    1028.46    1028.77    1029.09    1029.41    1029.73    1030.05    1030.38    1030.71    1031.04    1031.37    1031.71
    985.83     985.84     985.85     985.88     985.92     985.96     986.02     986.09     986.17     986.26     986.36     986.47     986.59     986.73     986.88     987.04     987.22     987.42     987.63     987.86     988.12     988.39     988.69     989.02     989.38     989.76     990.18     990.64     991.14     991.68     992.26     992.90     993.58     994.33     995.14     996.01     996.95     997.97     999.07    1000.25    1001.52    1002.90    1004.37    1005.96    1007.66    1009.48    1011.43    1013.51    1015.74    1018.11    1020.65    1020.65    1020.90    1021.15    1021.40    1021.66    1021.91    1022.17    1022.43    1022.69    1022.96    1023.22    1023.49    1023.75    1024.02    1024.30    1024.57    1024.84    1025.12    1025.40    1025.68    1025.96    1026.24    1026.53    1026.82    1027.11    1027.40    1027.69    1027.98    1028.28    1028.58    1028.88    1029.18    1029.48    1029.79    1030.09    1030.40    1030.71    1031.02    1031.34    1031.66    1031.97    1032.29    1032.61    1032.94    1033.26    1033.59    1033.92    1034.25    1034.58    1034.92    1035.26
    983.48     983.49     983.51     983.55     983.60     983.66     983.74     983.83     983.93     984.05     984.18     984.33     984.50     984.68     984.88     985.10     985.34     985.60     985.88     986.19     986.52     986.88     987.27     987.70     988.15     988.65     989.18     989.75     990.37     991.04     991.75     992.53     993.36     994.25     995.20     996.23     997.33     998.51     999.77    1001.12    1002.57    1004.11    1005.75    1007.51    1009.37    1011.36    1013.47    1015.71    1018.09    1020.61    1023.29    1023.29    1023.55    1023.81    1024.08    1024.35    1024.62    1024.89    1025.16    1025.43    1025.70    1025.98    1026.26    1026.54    1026.82    1027.10    1027.38    1027.67    1027.95    1028.24    1028.53    1028.82    1029.11    1029.41    1029.70    1030.00    1030.30    1030.60    1030.90    1031.20    1031.50    1031.81    1032.12    1032.43    1032.74    1033.05    1033.36    1033.68    1034.00    1034.32    1034.64    1034.96    1035.28    1035.61    1035.93    1036.26    1036.59    1036.92    1037.26    1037.59    1037.93    1038.27
    981.33     981.34     981.37     981.41     981.47     981.55     981.65     981.76     981.90     982.05     982.21     982.40     982.61     982.84     983.09     983.37     983.67     983.99     984.35     984.73     985.14     985.58     986.06     986.57     987.13     987.72     988.35     989.04     989.77     990.55     991.39     992.28     993.24     994.26     995.35     996.51     997.75     999.07    1000.47    1001.97    1003.55    1005.23    1007.02    1008.91    1010.91    1013.04    1015.28    1017.65    1020.15    1022.79    1025.58    1025.58    1025.85    1026.12    1026.40    1026.68    1026.96    1027.24    1027.52    1027.80    1028.08    1028.37    1028.65    1028.94    1029.23    1029.52    1029.81    1030.10    1030.40    1030.69    1030.99    1031.29    1031.59    1031.89    1032.19    1032.49    1032.79    1033.10    1033.41    1033.72    1034.03    1034.34    1034.65    1034.96    1035.28    1035.60    1035.91    1036.23    1036.56    1036.88    1037.20    1037.53    1037.85    1038.18    1038.51    1038.84    1039.17    1039.51    1039.84    1040.18    1040.52    1040.86
    979.37     979.38     979.42     979.47     979.54     979.64     979.76     979.89     980.05     980.24     980.44     980.67     980.92     981.20     981.50     981.83     982.19     982.58     982.99     983.45     983.93     984.45     985.01     985.61     986.25     986.94     987.67     988.45     989.28     990.17     991.12     992.12     993.19     994.33     995.54     996.82     998.18     999.62    1001.14    1002.75    1004.46    1006.26    1008.17    1010.17    1012.29    1014.53    1016.88    1019.36    1021.96    1024.70    1027.58    1027.58    1027.86    1028.14    1028.43    1028.71    1029.00    1029.29    1029.57    1029.86    1030.16    1030.45    1030.74    1031.04    1031.33    1031.63    1031.93    1032.22    1032.52    1032.83    1033.13    1033.43    1033.74    1034.04    1034.35    1034.66    1034.97    1035.28    1035.59    1035.90    1036.22    1036.53    1036.85    1037.17    1037.49    1037.81    1038.13    1038.45    1038.78    1039.10    1039.43    1039.76    1040.09    1040.42    1040.75    1041.08    1041.42    1041.75    1042.09    1042.43    1042.76    1043.11
    977.60     977.61     977.65     977.71     977.80     977.91     978.05     978.21     978.39     978.61     978.85     979.11     979.40     979.73     980.08     980.46     980.87     981.32     981.80     982.32     982.87     983.47     984.10     984.78     985.50     986.27     987.09     987.96     988.89     989.87     990.92     992.02     993.19     994.43     995.74     997.12     998.59    1000.13    1001.76    1003.48    1005.29    1007.19    1009.20    1011.31    1013.52    1015.85    1018.30    1020.87    1023.56    1026.38    1029.33    1029.33    1029.62    1029.91    1030.20    1030.50    1030.79    1031.08    1031.38    1031.68    1031.97    1032.27    1032.57    1032.87    1033.17    1033.47    1033.78    1034.08    1034.39    1034.69    1035.00    1035.31    1035.62    1035.93    1036.24    1036.55    1036.87    1037.18    1037.50    1037.82    1038.13    1038.45    1038.77    1039.09    1039.42    1039.74    1040.07    1040.39    1040.72    1041.05    1041.38    1041.71    1042.04    1042.37    1042.70    1043.04    1043.37    1043.71    1044.05    1044.39    1044.73    1045.07
    976.00     976.02     976.06     976.13     976.23     976.36     976.51     976.69     976.91     977.15     977.42     977.72     978.05     978.41     978.81     979.24     979.71     980.21     980.75     981.33     981.94     982.60     983.31     984.06     984.86     985.70     986.60     987.55     988.56     989.63     990.76     991.95     993.21     994.54     995.94     997.42     998.97    1000.61    1002.33    1004.13    1006.03    1008.03    1010.12    1012.32    1014.62    1017.03    1019.56    1022.20    1024.97    1027.86    1030.88    1030.88    1031.18    1031.47    1031.77    1032.07    1032.37    1032.67    1032.97    1033.27    1033.57    1033.87    1034.18    1034.48    1034.79    1035.10    1035.41    1035.71    1036.02    1036.34    1036.65    1036.96    1037.27    1037.59    1037.90    1038.22    1038.54    1038.86    1039.18    1039.50    1039.82    1040.14    1040.46    1040.79    1041.11    1041.44    1041.77    1042.09    1042.42    1042.75    1043.09    1043.42    1043.75    1044.08    1044.42    1044.76    1045.09    1045.43    1045.77    1046.11    1046.45    1046.79
