    974.57     974.58     974.63     974.71     974.82     974.96     975.13     975.34     975.57     975.84     976.14     976.47     976.84     977.24     977.68     978.16     978.67     979.22     979.81     980.45     981.12     981.84     982.61     983.43     984.29     985.21     986.18     987.20     988.29     989.43     990.64     991.91     993.24     994.65     996.13     997.69     999.33    1001.04    1002.84    1004.73    1006.71    1008.78    1010.95    1013.22    1015.60    1018.08    1020.68    1023.39    1026.22    1029.17    1032.25    1032.25    1032.55    1032.85    1033.15    1033.46    1033.76    1034.06    1034.37    1034.68    1034.98    1035.29    1035.60    1035.91    1036.22    1036.53    1036.84    1037.16    1037.47    1037.78    1038.10    1038.42    1038.73    1039.05    1039.37    1039.69    1040.01    1040.33    1040.66    1040.98    1041.30    1041.63    1041.95    1042.28    1042.61    1042.94    1043.27    1043.60    1043.93    1044.26    1044.59    1044.93    1045.26    1045.60    1045.93    1046.27    1046.61    1046.95    1047.29    1047.63    1047.97    1048.32
    973.28     973.30     973.35     973.43     973.55     973.71     973.90     974.12     974.38     974.67     975.00     975.36     975.76     976.20     976.68     977.19     977.75     978.35     978.99     979.67     980.40     981.17     982.00     982.87     983.80     984.78     985.81     986.90     988.05     989.26     990.54     991.88     993.28     994.76     996.32     997.94     999.65    1001.44    1003.31    1005.27    1007.31    1009.46    1011.69    1014.03    1016.47    1019.01    1021.67    1024.44    1027.32    1030.33    1033.46    1033.46    1033.76    1034.07    1034.38    1034.68    1034.99    1035.30    1035.61    1035.92    1036.23    1036.54    1036.86    1037.17    1037.48    1037.80    1038.12    1038.43    1038.75    1039.07    1039.39    1039.71    1040.03    1040.35    1040.67    1040.99    1041.31    1041.64    1041.96    1042.29    1042.62    1042.94    1043.27    1043.60    1043.93    1044.26    1044.59    1044.92    1045.26    1045.59    1045.93    1046.26    1046.60    1046.93    1047.27    1047.61    1047.95    1048.29    1048.63    1048.97    1049.32    1049.66
    972.13     972.15     972.20     972.29     972.42     972.59     972.79     973.03     973.31     973.62     973.98     974.37     974.80     975.27     975.78     976.33     976.93     977.57     978.25     978.98     979.76     980.58     981.46     982.38     983.36     984.40     985.49     986.64     987.85     989.12     990.45     991.86     993.33     994.87     996.48     998.17     999.94    1001.79    1003.73    1005.75    1007.86    1010.06    1012.36    1014.75    1017.25    1019.85    1022.55    1025.37    1028.31    1031.36    1034.53    1034.53    1034.84    1035.15    1035.46    1035.77    1036.09    1036.40    1036.71    1037.03    1037.34    1037.66    1037.97    1038.29    1038.61    1038.92    1039.24    1039.56    1039.88    1040.20    1040.53    1040.85    1041.17    1041.49    1041.82    1042.14    1042.47    1042.80    1043.12    1043.45    1043.78    1044.11    1044.44    1044.77    1045.10    1045.43    1045.77    1046.10    1046.44    1046.77    1047.11    1047.44    1047.78    1048.12    1048.46    1048.80    1049.14    1049.48    1049.82    1050.16    1050.51    1050.85
    971.10     971.12     971.17     971.27     971.41     971.59     971.80     972.06     972.35     972.69     973.06     973.48     973.94     974.44     974.98     975.57     976.20     976.87     977.60     978.37     979.19     980.05     980.98     981.95     982.98     984.06     985.20     986.41     987.67     988.99     990.38     991.84     993.37     994.97     996.64     998.39    1000.21    1002.12    1004.11    1006.18    1008.34    1010.60    1012.95    1015.39    1017.94    1020.59    1023.34    1026.21    1029.18    1032.28    1035.49    1035.49    1035.80    1036.11    1036.43    1036.74    1037.06    1037.37    1037.69    1038.01    1038.33    1038.64    1038.96    1039.28    1039.60    1039.92    1040.25    1040.57    1040.89    1041.21    1041.54    1041.86    1042.19    1042.51    1042.84    1043.17    1043.50    1043.82    1044.15    1044.48    1044.81    1045.15    1045.48    1045.81    1046.14    1046.48    1046.81    1047.15    1047.48    1047.82    1048.16    1048.49    1048.83    1049.17    1049.51    1049.85    1050.19    1050.54    1050.88    1051.22    1051.57    1051.91
    970.17     970.19     970.26     970.36     970.50     970.69     970.92     971.19     971.50     971.85     972.25     972.69     973.17     973.69     974.27     974.88     975.54     976.25     977.01     977.82     978.68     979.59     980.55     981.57     982.64     983.77     984.95     986.20     987.51     988.89     990.33     991.83     993.41     995.06     996.78     998.58    1000.45    1002.41    1004.45    1006.57    1008.78    1011.08    1013.48    1015.97    1018.56    1021.25    1024.05    1026.95    1029.96    1033.09    1036.34    1036.34    1036.65    1036.97    1037.29    1037.61    1037.92    1038.24    1038.56    1038.88    1039.20    1039.52    1039.85    1040.17    1040.49    1040.81    1041.14    1041.46    1041.79    1042.11    1042.44    1042.77    1043.09    1043.42    1043.75    1044.08    1044.41    1044.74    1045.07    1045.40    1045.73    1046.07    1046.40    1046.73    1047.07    1047.40    1047.74    1048.08    1048.41    1048.75    1049.09    1049.43    1049.77    1050.11    1050.45    1050.79    1051.13    1051.47    1051.82    1052.16    1052.51    1052.85
    969.35     969.37     969.43     969.54     969.69     969.89     970.13     970.41     970.74     971.11     971.52     971.98     972.48     973.03     973.63     974.27     974.96     975.70     976.49     977.33     978.23     979.17     980.17     981.22     982.34     983.50     984.73     986.02     987.38     988.79     990.28     991.83     993.45     995.14     996.91     998.75    1000.67    1002.67    1004.75    1006.92    1009.17    1011.52    1013.95    1016.48    1019.11    1021.84    1024.67    1027.61    1030.66    1033.82    1037.10    1037.10    1037.41    1037.73    1038.05    1038.37    1038.69    1039.02    1039.34    1039.66    1039.98    1040.31    1040.63    1040.96    1041.28    1041.61    1041.93    1042.26    1042.59    1042.91    1043.24    1043.57    1043.90    1044.23    1044.56    1044.89    1045.22    1045.55    1045.89    1046.22    1046.55    1046.89    1047.22    1047.56    1047.89    1048.23    1048.57    1048.90    1049.24    1049.58    1049.92    1050.26    1050.60    1050.94    1051.28    1051.62    1051.97    1052.31    1052.65    1053.00    1053.34    1053.69
    968.61     968.63     968.70     968.81     968.97     969.17     969.42     969.71     970.05     970.44     970.87     971.34     971.87     972.44     973.06     973.73     974.44     975.21     976.03     976.90     977.82     978.80     979.83     980.92     982.07     983.27     984.54     985.86     987.25     988.71     990.23     991.82     993.48     995.21     997.02     998.90    1000.86    1002.90    1005.02    1007.23    1009.52    1011.90    1014.38    1016.94    1019.61    1022.37    1025.23    1028.20    1031.28    1034.47    1037.77    1037.77    1038.09    1038.42    1038.74    1039.06    1039.38    1039.71    1040.03    1040.36    1040.68    1041.01    1041.33    1041.66    1041.98    1042.31    1042.64    1042.97    1043.30    1043.63    1043.96    1044.29    1044.62    1044.95    1045.28    1045.61    1045.95    1046.28    1046.61    1046.95    1047.28    1047.62    1047.95    1048.29    1048.63    1048.97    1049.30    1049.64    1049.98    1050.32    1050.66    1051.00    1051.34    1051.68    1052.03    1052.37    1052.71    1053.06    1053.40    1053.75    1054.09    1054.44
    967.95     967.97     968.04     968.16     968.32     968.53     968.79     969.09     969.44     969.84     970.28     970.78     971.32     971.91     972.55     973.24     973.98     974.77     975.61     976.51     977.46     978.47     979.53     980.65     981.83     983.06     984.36     985.72     987.15     988.64     990.19     991.82     993.52     995.28     997.12     999.04    1001.04    1003.11    1005.27    1007.51    1009.83    1012.25    1014.75    1017.35    1020.05    1022.84    1025.74    1028.73    1031.84    1035.05    1038.38    1038.38    1038.70    1039.02    1039.35    1039.67    1040.00    1040.32    1040.65    1040.98    1041.30    1041.63    1041.96    1042.29    1042.61    1042.94    1043.27    1043.60    1043.93    1044.26    1044.60    1044.93    1045.26    1045.59    1045.93    1046.26    1046.59    1046.93    1047.26    1047.60    1047.94    1048.27    1048.61    1048.95    1049.28    1049.62    1049.96    1050.30    1050.64    1050.98    1051.32    1051.66    1052.01    1052.35    1052.69    1053.03    1053.38    1053.72    1054.07    1054.41    1054.76    1055.10
    967.35     967.38     967.45     967.57     967.74     967.96     968.22     968.53     968.89     969.30     969.76     970.27     970.83     971.43     972.09     972.80     973.56     974.38     975.24     976.16     977.14     978.17     979.26     980.41     981.61     982.88     984.21     985.60     987.05     988.57     990.16     991.82     993.54     995.34     997.22     999.17    1001.19    1003.30    1005.49    1007.76    1010.12    1012.56    1015.09    1017.72    1020.44    1023.26    1026.18    1029.21    1032.33    1035.57    1038.92    1038.92    1039.24    1039.57    1039.89    1040.22    1040.55    1040.87    1041.20    1041.53    1041.86    1042.19    1042.52    1042.85    1043.18    1043.51    1043.84    1044.17    1044.50    1044.83    1045.17    1045.50    1045.83    1046.17    1046.50    1046.84    1047.17    1047.51    1047.84    1048.18    1048.52    1048.86    1049.19    1049.53    1049.87    1050.21    1050.55    1050.89    1051.23    1051.57    1051.91    1052.26    1052.60    1052.94    1053.28    1053.63    1053.97    1054.32    1054.66    1055.01    1055.35    1055.70
    966.82     966.85     966.92     967.05     967.22     967.44     967.71     968.03     968.40     968.82     969.30     969.82     970.39     971.01     971.68     972.41     973.19     974.02     974.91     975.85     976.85     977.90     979.02     980.19     981.42     982.71     984.07     985.48     986.97     988.51     990.13     991.82     993.57     995.40     997.30     999.28    1001.33    1003.47    1005.68    1007.98    1010.37    1012.84    1015.40    1018.05    1020.80    1023.64    1026.59    1029.63    1032.78    1036.03    1039.40    1039.40    1039.73    1040.05    1040.38    1040.71    1041.04    1041.37    1041.70    1042.03    1042.36    1042.69    1043.02    1043.35    1043.68    1044.01    1044.34    1044.68    1045.01    1045.34    1045.68    1046.01    1046.35    1046.68    1047.02    1047.35    1047.69    1048.03    1048.36    1048.70    1049.04    1049.38    1049.72    1050.06    1050.40    1050.74    1051.08    1051.42    1051.76    1052.10    1052.44    1052.78    1053.13    1053.47    1053.81    1054.16    1054.50    1054.85    1055.19    1055.54    1055.89    1056.23
    966.35     966.37     966.45     966.58     966.75     966.98     967.26     967.59     967.96     968.39     968.88     969.41     969.99     970.63     971.32     972.06     972.86     973.71     974.61     975.57     976.59     977.67     978.80     979.99     981.25     982.56     983.94     985.38     986.89     988.46     990.11     991.82     993.60     995.45     997.38     999.38    1001.46    1003.62    1005.86    1008.19    1010.59    1013.09    1015.67    1018.35    1021.12    1023.98    1026.95    1030.01    1033.18    1036.45    1039.83    1039.83    1040.16    1040.49    1040.82    1041.15    1041.48    1041.81    1042.14    1042.47    1042.80    1043.13    1043.47    1043.80    1044.13    1044.46    1044.80    1045.13    1045.47    1045.80    1046.13    1046.47    1046.81    1047.14    1047.48    1047.82    1048.15    1048.49    1048.83    1049.17    1049.51    1049.84    1050.18    1050.52    1050.86    1051.21    1051.55    1051.89    1052.23    1052.57    1052.91    1053.26    1053.60    1053.95    1054.29    1054.63    1054.98    1055.32    1055.67    1056.02    1056.36    1056.71
    965.92     965.95     966.02     966.15     966.33     966.57     966.85     967.18     967.57     968.01     968.50     969.04     969.64     970.29     970.99     971.75     972.56     973.42     974.34     975.32     976.36     977.45     978.61     979.82     981.09     982.43     983.83     985.29     986.82     988.42     990.08     991.82     993.62     995.50     997.45     999.47    1001.58    1003.76    1006.02    1008.37    1010.80    1013.31    1015.92    1018.62    1021.40    1024.29    1027.27    1030.35    1033.54    1036.82    1040.22    1040.22    1040.55    1040.88    1041.21    1041.54    1041.87    1042.20    1042.54    1042.87    1043.20    1043.53    1043.87    1044.20    1044.53    1044.87    1045.20    1045.54    1045.87    1046.21    1046.54    1046.88    1047.22    1047.55    1047.89    1048.23    1048.57    1048.91    1049.25    1049.58    1049.92    1050.26    1050.60    1050.94    1051.29    1051.63    1051.97    1052.31    1052.65    1053.00    1053.34    1053.68    1054.03    1054.37    1054.71    1055.06    1055.41    1055.75    1056.10    1056.44    1056.79    1057.14
    965.54     965.56     965.64     965.77     965.96     966.19     966.48     966.82     967.22     967.66     968.16     968.71     969.32     969.98     970.69     971.46     972.29     973.17     974.10     975.10     976.15     977.26     978.43     979.66     980.96     982.31     983.73     985.21     986.76     988.38     990.06     991.82     993.64     995.54     997.51     999.56    1001.68    1003.88    1006.17    1008.53    1010.98    1013.52    1016.14    1018.85    1021.66    1024.56    1027.56    1030.66    1033.86    1037.16    1040.57    1040.57    1040.90    1041.23    1041.56    1041.89    1042.23    1042.56    1042.89    1043.23    1043.56    1043.89    1044.23    1044.56    1044.90    1045.23    1045.57    1045.90    1046.24    1046.58    1046.91    1047.25    1047.59    1047.93    1048.26    1048.60    1048.94    1049.28    1049.62    1049.96    1050.30    1050.64    1050.98    1051.32    1051.66    1052.00    1052.35    1052.69    1053.03    1053.38    1053.72    1054.06    1054.41    1054.75    1055.10    1055.44    1055.79    1056.13    1056.48    1056.83    1057.17    1057.52
    965.19     965.22     965.30     965.43     965.62     965.86     966.15     966.50     966.90     967.35     967.86     968.42     969.03     969.70     970.43     971.21     972.05     972.94     973.89     974.90     975.96     977.09     978.28     979.52     980.83     982.20     983.64     985.14     986.71     988.34     990.04     991.82     993.66     995.57     997.56     999.63    1001.77    1003.99    1006.29    1008.68    1011.15    1013.70    1016.34    1019.07    1021.89    1024.81    1027.82    1030.93    1034.15    1037.46    1040.88    1040.88    1041.21    1041.55    1041.88    1042.21    1042.55    1042.88    1043.21    1043.55    1043.88    1044.22    1044.55    1044.89    1045.22    1045.56    1045.89    1046.23    1046.57    1046.91    1047.24    1047.58    1047.92    1048.26    1048.60    1048.94    1049.27    1049.61    1049.95    1050.30    1050.64    1050.98    1051.32    1051.66    1052.00    1052.34    1052.69    1053.03    1053.37    1053.72    1054.06    1054.40    1054.75    1055.09    1055.44    1055.79    1056.13    1056.48    1056.82    1057.17    1057.52    1057.87
    964.88     964.91     964.99     965.12     965.31     965.56     965.85     966.20     966.61     967.07     967.58     968.15     968.78     969.45     970.19     970.98     971.83     972.73     973.69     974.72     975.80     976.93     978.13     979.40     980.72     982.11     983.56     985.08     986.66     988.31     990.03     991.82     993.68     995.61     997.62     999.70    1001.86    1004.09    1006.41    1008.81    1011.29    1013.86    1016.52    1019.26    1022.10    1025.03    1028.06    1031.18    1034.40    1037.73    1041.16    1041.16    1041.50    1041.83    1042.16    1042.50    1042.83    1043.17    1043.50    1043.84    1044.17    1044.51    1044.84    1045.18    1045.51    1045.85    1046.19    1046.53    1046.86    1047.20    1047.54    1047.88    1048.22    1048.56    1048.90    1049.24    1049.58    1049.92    1050.26    1050.60    1050.94    1051.28    1051.62    1051.96    1052.31    1052.65    1052.99    1053.34    1053.68    1054.02    1054.37    1054.71    1055.06    1055.40    1055.75    1056.09    1056.44    1056.79    1057.13    1057.48    1057.83    1058.17
    964.60     964.63     964.71     964.85     965.04     965.28     965.59     965.94     966.35     966.82     967.34     967.91     968.54     969.23     969.97     970.77     971.63     972.55     973.52     974.55     975.64     976.80     978.01     979.28     980.62     982.02     983.49     985.02     986.61     988.28     990.01     991.82     993.69     995.64     997.66     999.76    1001.93    1004.18    1006.52    1008.93    1011.43    1014.01    1016.68    1019.44    1022.29    1025.23    1028.27    1031.40    1034.64    1037.98    1041.42    1041.42    1041.75    1042.08    1042.42    1042.75    1043.09    1043.42    1043.76    1044.10    1044.43    1044.77    1045.10    1045.44    1045.78    1046.12    1046.45    1046.79    1047.13    1047.47    1047.81    1048.15    1048.49    1048.83    1049.17    1049.51    1049.85    1050.19    1050.53    1050.87    1051.21    1051.55    1051.90    1052.24    1052.58    1052.92    1053.27    1053.61    1053.95    1054.30    1054.64    1054.99    1055.33    1055.68    1056.02    1056.37    1056.72    1057.06    1057.41    1057.76    1058.11    1058.45
    964.35     964.38     964.46     964.60     964.79     965.04     965.34     965.70     966.12     966.59     967.11     967.70     968.33     969.03     969.78     970.59     971.45     972.38     973.36     974.40     975.51     976.67     977.89     979.18     980.53     981.94     983.42     984.96     986.57     988.25     990.00     991.82     993.71     995.67     997.70     999.81    1002.00    1004.27    1006.61    1009.04    1011.55    1014.14    1016.83    1019.60    1022.46    1025.41    1028.46    1031.61    1034.85    1038.20    1041.65    1041.65    1041.98    1042.31    1042.65    1042.99    1043.32    1043.66    1043.99    1044.33    1044.67    1045.00    1045.34    1045.68    1046.02    1046.35    1046.69    1047.03    1047.37    1047.71    1048.05    1048.39    1048.73    1049.07    1049.41    1049.75    1050.09    1050.43    1050.77    1051.11    1051.46    1051.80    1052.14    1052.48    1052.83    1053.17    1053.51    1053.86    1054.20    1054.55    1054.89    1055.24    1055.58    1055.93    1056.27    1056.62    1056.97    1057.31    1057.66    1058.01    1058.36    1058.70
    964.12     964.15     964.23     964.37     964.57     964.82     965.13     965.49     965.91     966.38     966.91     967.50     968.15     968.85     969.60     970.42     971.30     972.23     973.22     974.27     975.38     976.56     977.79     979.09     980.45     981.87     983.36     984.92     986.54     988.23     989.99     991.82     993.72     995.69     997.74     999.86    1002.06    1004.34    1006.70    1009.14    1011.66    1014.27    1016.96    1019.74    1022.61    1025.58    1028.63    1031.79    1035.04    1038.39    1041.85    1041.85    1042.19    1042.52    1042.86    1043.19    1043.53    1043.87    1044.20    1044.54    1044.88    1045.22    1045.55    1045.89    1046.23    1046.57    1046.91    1047.25    1047.59    1047.93    1048.26    1048.60    1048.95    1049.29    1049.63    1049.97    1050.31    1050.65    1050.99    1051.34    1051.68    1052.02    1052.36    1052.71    1053.05    1053.39    1053.74    1054.08    1054.43    1054.77    1055.12    1055.46    1055.81    1056.15    1056.50    1056.85    1057.19    1057.54    1057.89    1058.23    1058.58    1058.93
    963.91     963.94     964.03     964.17     964.37     964.62     964.93     965.30     965.72     966.20     966.73     967.32     967.97     968.68     969.45     970.27     971.15     972.09     973.09     974.15     975.27     976.45     977.70     979.00     980.37     981.81     983.31     984.87     986.51     988.21     989.98     991.82     993.73     995.72     997.77     999.91    1002.12    1004.41    1006.78    1009.23    1011.76    1014.38    1017.08    1019.87    1022.75    1025.72    1028.79    1031.95    1035.21    1038.57    1042.04    1042.04    1042.37    1042.71    1043.05    1043.38    1043.72    1044.06    1044.39    1044.73    1045.07    1045.41    1045.75    1046.08    1046.42    1046.76    1047.10    1047.44    1047.78    1048.12    1048.46    1048.80    1049.14    1049.48    1049.82    1050.17    1050.51    1050.85    1051.19    1051.53    1051.88    1052.22    1052.56    1052.91    1053.25    1053.59    1053.94    1054.28    1054.63    1054.97    1055.32    1055.66    1056.01    1056.36    1056.70    1057.05    1057.40    1057.74    1058.09    1058.44    1058.79    1059.13
