  4.262970   4.263052   4.263131   4.263205   4.263277   4.263344   4.263408   4.263469   4.263526   4.263580   4.263631   4.263678   4.263722   4.263763   4.263800   4.263834   4.263865   4.263893   4.263917   4.263938   4.263956   4.263970   4.263981   4.263989   4.263994   4.263995   4.263993   4.263987   4.263978   4.263965   4.263949   4.263928   4.263904   4.263876   4.263844   4.263808   4.263767   4.263721   4.263670   4.263615   4.263553   4.263485   4.263411   4.263330   4.263241   4.263143   4.263036   4.262919   4.262790   4.262648   4.262492
  4.262002   4.262084   4.262162   4.262237   4.262308   4.262376   4.262440   4.262500   4.262557   4.262610   4.262661   4.262707   4.262751   4.262790   4.262827   4.262860   4.262890   4.262916   4.262939   4.262959   4.262975   4.262987   4.262996   4.263001   4.263003   4.263000   4.262994   4.262984   4.262970   4.262951   4.262928   4.262900   4.262868   4.262830   4.262787   4.262738   4.262684   4.262623   4.262555   4.262481   4.262398   4.262307   4.262208   4.262099   4.261980   4.261850   4.261708   4.261553   4.261385   4.261201   4.261002
  4.261205   4.261287   4.261365   4.261440   4.261511   4.261578   4.261641   4.261701   4.261758   4.261810   4.261860   4.261905   4.261947   4.261986   4.262021   4.262052   4.262080   4.262104   4.262125   4.262141   4.262154   4.262163   4.262168   4.262169   4.262165   4.262158   4.262145   4.262128   4.262107   4.262080   4.262048   4.262011   4.261967   4.261918   4.261863   4.261800   4.261731   4.261654   4.261570   4.261477   4.261375   4.261264   4.261143   4.261011   4.260869   4.260714   4.260547   4.260367   4.260173   4.259965   4.259741
  4.260523   4.260606   4.260684   4.260758   4.260828   4.260895   4.260958   4.261017   4.261072   4.261124   4.261172   4.261216   4.261256   4.261293   4.261325   4.261354   4.261379   4.261400   4.261417   4.261430   4.261438   4.261443   4.261442   4.261438   4.261428   4.261414   4.261395   4.261370   4.261340   4.261304   4.261263   4.261215   4.261161   4.261100   4.261032   4.260957   4.260874   4.260782   4.260683   4.260574   4.260456   4.260328   4.260190   4.260041   4.259880   4.259708   4.259523   4.259325   4.259114   4.258888   4.258648
  4.259923   4.260005   4.260083   4.260157   4.260226   4.260292   4.260354   4.260412   4.260466   4.260516   4.260562   4.260604   4.260642   4.260676   4.260706   4.260732   4.260753   4.260770   4.260783   4.260791   4.260795   4.260794   4.260788   4.260777   4.260761   4.260740   4.260713   4.260681   4.260642   4.260598   4.260547   4.260489   4.260425   4.260353   4.260274   4.260187   4.260091   4.259987   4.259875   4.259753   4.259621   4.259480   4.259328   4.259165   4.258990   4.258804   4.258606   4.258395   4.258171   4.257933   4.257681
  4.259380   4.259462   4.259540   4.259613   4.259682   4.259747   4.259808   4.259864   4.259917   4.259965   4.260009   4.260048   4.260084   4.260115   4.260142   4.260164   4.260181   4.260195   4.260203   4.260206   4.260205   4.260198   4.260187   4.260170   4.260147   4.260119   4.260085   4.260044   4.259998   4.259945   4.259885   4.259818   4.259744   4.259663   4.259573   4.259476   4.259370   4.259256   4.259132   4.258999   4.258856   4.258703   4.258540   4.258366   4.258180   4.257983   4.257774   4.257553   4.257319   4.257072   4.256811
  4.258881   4.258962   4.259039   4.259112   4.259181   4.259244   4.259304   4.259359   4.259410   4.259456   4.259497   4.259534   4.259567   4.259595   4.259618   4.259637   4.259651   4.259659   4.259663   4.259662   4.259655   4.259643   4.259626   4.259603   4.259574   4.259539   4.259498   4.259450   4.259396   4.259336   4.259268   4.259193   4.259110   4.259020   4.258922   4.258815   4.258700   4.258576   4.258443   4.258301   4.258148   4.257986   4.257813   4.257630   4.257436   4.257230   4.257012   4.256783   4.256541   4.256286   4.256018
  4.258413   4.258495   4.258571   4.258644   4.258711   4.258774   4.258832   4.258886   4.258934   4.258978   4.259018   4.259052   4.259082   4.259107   4.259127   4.259142   4.259152   4.259156   4.259156   4.259150   4.259138   4.259121   4.259098   4.259069   4.259034   4.258993   4.258946   4.258892   4.258831   4.258763   4.258688   4.258605   4.258515   4.258417   4.258311   4.258196   4.258073   4.257941   4.257800   4.257650   4.257489   4.257319   4.257139   4.256947   4.256745   4.256532   4.256308   4.256071   4.255822   4.255561   4.255288
  4.257970   4.258052   4.258128   4.258200   4.258267   4.258329   4.258385   4.258437   4.258484   4.258526   4.258563   4.258595   4.258623   4.258644   4.258661   4.258673   4.258679   4.258679   4.258675   4.258664   4.258648   4.258626   4.258598   4.258564   4.258523   4.258476   4.258423   4.258363   4.258295   4.258221   4.258139   4.258050   4.257953   4.257848   4.257735   4.257614   4.257484   4.257345   4.257196   4.257039   4.256872   4.256695   4.256507   4.256310   4.256101   4.255882   4.255651   4.255409   4.255155   4.254889   4.254610
  4.257548   4.257629   4.257705   4.257776   4.257842   4.257903   4.257959   4.258009   4.258054   4.258095   4.258129   4.258159   4.258183   4.258203   4.258216   4.258224   4.258227   4.258224   4.258215   4.258201   4.258180   4.258153   4.258121   4.258082   4.258036   4.257984   4.257925   4.257859   4.257786   4.257706   4.257619   4.257524   4.257421   4.257310   4.257190   4.257063   4.256926   4.256781   4.256627   4.256463   4.256290   4.256107   4.255914   4.255710   4.255497   4.255272   4.255036   4.254789   4.254530   4.254259   4.253977
  4.257141   4.257223   4.257299   4.257369   4.257434   4.257494   4.257548   4.257598   4.257641   4.257679   4.257712   4.257740   4.257762   4.257778   4.257789   4.257794   4.257793   4.257787   4.257774   4.257756   4.257731   4.257701   4.257664   4.257620   4.257570   4.257513   4.257449   4.257379   4.257301   4.257215   4.257122   4.257022   4.256914   4.256797   4.256672   4.256539   4.256397   4.256247   4.256087   4.255918   4.255740   4.255551   4.255353   4.255145   4.254926   4.254697   4.254456   4.254205   4.253942   4.253668   4.253381
  4.256749   4.256830   4.256905   4.256975   4.257040   4.257099   4.257152   4.257200   4.257242   4.257279   4.257310   4.257335   4.257355   4.257368   4.257377   4.257379   4.257375   4.257366   4.257350   4.257328   4.257300   4.257265   4.257224   4.257177   4.257122   4.257061   4.256993   4.256918   4.256835   4.256745   4.256648   4.256542   4.256429   4.256308   4.256178   4.256040   4.255893   4.255738   4.255574   4.255400   4.255217   4.255024   4.254821   4.254609   4.254386   4.254152   4.253908   4.253653   4.253387   4.253109   4.252819
  4.256368   4.256449   4.256524   4.256593   4.256657   4.256715   4.256768   4.256814   4.256855   4.256890   4.256919   4.256943   4.256960   4.256972   4.256978   4.256977   4.256971   4.256958   4.256940   4.256914   4.256883   4.256845   4.256800   4.256749   4.256691   4.256626   4.256554   4.256474   4.256388   4.256294   4.256192   4.256082   4.255965   4.255839   4.255705   4.255563   4.255412   4.255252   4.255083   4.254905   4.254718   4.254521   4.254315   4.254098   4.253872   4.253635   4.253387   4.253129   4.252859   4.252579   4.252287
