Step	Time	I	E
11	1490.0	0.0	3.9632
11	1500.0	0.0	3.9632
11	1510.0	0.0	3.9632
11	1520.0	0.0	3.9632
11	1530.0	0.0	3.9632
11	1540.0	0.0	3.9632
11	1550.0	0.0	3.9629
11	1560.0	0.0	3.9629
11	1570.0	0.0	3.9632
11	1580.0	0.0	3.9629
11	1590.0	0.0	3.9632
11	1600.0	0.0	3.9632
11	1610.0	0.0	3.9632
11	1620.0	0.0	3.9629
11	1630.0	0.0	3.9632
11	1640.0	0.0	3.9632
11	1650.0	0.0	3.9629
11	1660.0	0.0	3.9632
11	1670.0	0.0	3.9632
11	1680.0	0.0	3.9632
11	1690.0	0.0	3.9632
11	1700.0	0.0	3.9632
11	1710.0	0.0	3.9632
11	1720.0	0.0	3.9632
11	1730.0	0.0	3.9632
11	1740.0	0.0	3.9632
11	1750.0	0.0	3.9632
11	1760.0	0.0	3.9632
11	1770.0	0.0	3.9629
11	1780.0	0.0	3.9629
11	1790.0	0.0	3.9632
11	1800.0	0.0	3.9632
11	1810.0	0.0	3.9632
11	1820.0	0.0	3.9632
11	1830.0	0.0	3.9632
11	1840.0	0.0	3.9632
11	1850.0	0.0	3.9629
11	1860.0	0.0	3.9632
11	1870.0	0.0	3.9632
11	1880.0	0.0	3.9632
11	1890.0	0.0	3.9629
11	1900.0	0.0	3.9632
11	1910.0	0.0	3.9632
11	1920.0	0.0	3.9632
11	1930.0	0.0	3.9632
11	1940.0	0.0	3.9632
11	1950.0	0.0	3.9632
11	1960.0	0.0	3.9632
11	1970.0	0.0	3.9632
11	1980.0	0.0	3.9632
11	1990.0	0.0	3.9632
11	2000.0	0.0	3.9629
11	2010.0	0.0	3.9632
11	2020.0	0.0	3.9632
11	2030.0	0.0	3.9632
11	2040.0	0.0	3.9632
11	2050.0	0.0	3.9632
11	2060.0	0.0	3.9632
11	2070.0	0.0	3.9632
11	2080.0	0.0	3.9632
11	2090.0	0.0	3.9632
11	2100.0	0.0	3.9632
11	2110.0	0.0	3.9632
11	2120.0	0.0	3.9632
11	2130.0	0.0	3.9632
11	2140.0	0.0	3.9632
11	2150.0	0.0	3.9632
11	2160.0	0.0	3.9632
11	2170.0	0.0	3.9632
11	2180.0	0.0	3.9632
11	2190.0	0.0	3.9632
11	2200.0	0.0	3.9632
11	2210.0	0.0	3.9632
11	2220.0	0.0	3.9632
11	2230.0	0.0	3.9632
11	2240.0	0.0	3.9632
11	2250.0	0.0	3.9629
11	2260.0	0.0	3.9632
11	2270.0	0.0	3.9632
11	2280.0	0.0	3.9632
11	2290.0	0.0	3.9632
11	2300.0	0.0	3.9632
11	2310.0	0.0	3.9632
11	2320.0	0.0	3.9632
11	2330.0	0.0	3.9632
11	2340.0	0.0	3.9632
11	2350.0	0.0	3.9632
11	2360.0	0.0	3.9632
11	2370.0	0.0	3.9632
11	2380.0	0.0	3.9632
11	2390.0	0.0	3.9632
11	2400.0	0.0	3.9632
11	2410.0	0.0	3.9632
11	2420.0	0.0	3.9632
11	2430.0	0.0	3.9632
11	2440.0	0.0	3.9632
11	2450.0	0.0	3.9632
11	2460.0	0.0	3.9632
11	2470.0	0.0	3.9632
11	2480.0	0.0	3.9632
11	2490.0	0.0	3.9632
11	2500.0	0.0	3.9632
11	2510.0	0.0	3.9632
11	2520.0	0.0	3.9632
11	2530.0	0.0	3.9632
11	2540.0	0.0	3.9632
11	2550.0	0.0	3.9632
11	2560.0	0.0	3.9632
11	2570.0	0.0	3.9632
11	2580.0	0.0	3.9632
11	2590.0	0.0	3.9632
11	2600.0	0.0	3.9632
11	2610.0	0.0	3.9632
11	2620.0	0.0	3.9632
11	2630.0	0.0	3.9632
11	2640.0	0.0	3.9632
11	2650.0	0.0	3.9632
11	2660.0	0.0	3.9632
11	2670.0	0.0	3.9632
11	2680.0	0.0	3.9632
11	2690.0	0.0	3.9632
11	2700.0	0.0	3.9632
11	2710.0	0.0	3.9632
11	2720.0	0.0	3.9632
11	2730.0	0.0	3.9632
11	2740.0	0.0	3.9632
11	2750.0	0.0	3.9632
11	2760.0	0.0	3.9632
11	2770.0	0.0	3.9632
11	2780.0	0.0	3.9632
11	2790.0	0.0	3.9632
11	2800.0	0.0	3.9632
11	2810.0	0.0	3.9632
11	2820.0	0.0	3.9632
11	2830.0	0.0	3.9632
11	2840.0	0.0	3.9632
11	2850.0	0.0	3.9632
11	2860.0	0.0	3.9632
11	2870.0	0.0	3.9632
11	2880.0	0.0	3.9632
11	2890.0	0.0	3.9632
11	2900.0	0.0	3.9632
11	2910.0	0.0	3.9632
11	2920.0	0.0	3.9632
11	2930.0	0.0	3.9632
11	2940.0	0.0	3.9632
11	2950.0	0.0	3.9632
11	2960.0	0.0	3.9632
11	2970.0	0.0	3.9632
11	2980.0	0.0	3.9632
11	2990.0	0.0	3.9632
11	3000.0	0.0	3.9632
11	3010.0	0.0	3.9632
11	3020.0	0.0	3.9632
11	3030.0	0.0	3.9632
11	3040.0	0.0	3.9632
11	3050.0	0.0	3.9632
11	3060.0	0.0	3.9632
11	3070.0	0.0	3.9632
11	3080.0	0.0	3.9632
11	3090.0	0.0	3.9632
11	3100.0	0.0	3.9632
11	3110.0	0.0	3.9632
11	3120.0	0.0	3.9632
11	3130.0	0.0	3.9632
11	3140.0	0.0	3.9632
11	3150.0	0.0	3.9632
11	3160.0	0.0	3.9632
11	3170.0	0.0	3.9632
11	3180.0	0.0	3.9632
11	3190.0	0.0	3.9632
11	3200.0	0.0	3.9632
11	3210.0	0.0	3.9632
11	3220.0	0.0	3.9632
11	3230.0	0.0	3.9632
11	3240.0	0.0	3.9632
11	3250.0	0.0	3.9632
11	3260.0	0.0	3.9632
11	3270.0	0.0	3.9632
11	3280.0	0.0	3.9632
11	3290.0	0.0	3.9632
11	3300.0	0.0	3.9632
11	3310.0	0.0	3.9632
11	3320.0	0.0	3.9632
11	3330.0	0.0	3.9632
11	3340.0	0.0	3.9632
11	3350.0	0.0	3.9632
11	3360.0	0.0	3.9632
11	3370.0	0.0	3.9632
11	3380.0	0.0	3.9632
11	3390.0	0.0	3.9632
11	3400.0	0.0	3.9632
11	3410.0	0.0	3.9632
11	3420.0	0.0	3.9632
11	3430.0	0.0	3.9632
11	3440.0	0.0	3.9632
11	3450.0	0.0	3.9632
11	3460.0	0.0	3.9632
11	3470.0	0.0	3.9632
11	3480.0	0.0	3.9632
11	3490.0	0.0	3.9632
11	3500.0	0.0	3.9632
11	3510.0	0.0	3.9632
11	3520.0	0.0	3.9632
11	3530.0	0.0	3.9632
11	3540.0	0.0	3.9632
11	3550.0	0.0	3.9632
11	3560.0	0.0	3.9632
11	3570.0	0.0	3.9632
11	3580.0	0.0	3.9632
11	3590.0	0.0	3.9632
11	3600.0	0.0	3.9636
11	3610.0	0.0	3.9632
11	3620.0	0.0	3.9632
11	3630.0	0.0	3.9632
11	3640.0	0.0	3.9632
11	3650.0	0.0	3.9632
11	3660.0	0.0	3.9632
11	3670.0	0.0	3.9632
11	3680.0	0.0	3.9632
11	3690.0	0.0	3.9632
11	3700.0	0.0	3.9632
11	3710.0	0.0	3.9632
11	3720.0	0.0	3.9632
11	3730.0	0.0	3.9632
11	3740.0	0.0	3.9632
11	3750.0	0.0	3.9632
11	3760.0	0.0	3.9632
11	3770.0	0.0	3.9632
11	3780.0	0.0	3.9632
11	3790.0	0.0	3.9632
11	3800.0	0.0	3.9632
11	3810.0	0.0	3.9632
11	3820.0	0.0	3.9632
11	3830.0	0.0	3.9632
11	3840.0	0.0	3.9632
11	3850.0	0.0	3.9632
11	3860.0	0.0	3.9632
11	3870.0	0.0	3.9632
11	3880.0	0.0	3.9632
11	3890.0	0.0	3.9632
11	3900.0	0.0	3.9632
11	3910.0	0.0	3.9632
11	3920.0	0.0	3.9632
11	3930.0	0.0	3.9632
11	3940.0	0.0	3.9632
11	3950.0	0.0	3.9632
11	3960.0	0.0	3.9636
11	3970.0	0.0	3.9632
11	3980.0	0.0	3.9632
11	3990.0	0.0	3.9632
11	4000.0	0.0	3.9632
11	4010.0	0.0	3.9632
11	4020.0	0.0	3.9632
11	4030.0	0.0	3.9632
11	4040.0	0.0	3.9632
11	4050.0	0.0	3.9632
11	4060.0	0.0	3.9632
11	4070.0	0.0	3.9632
11	4080.0	0.0	3.9632
11	4090.0	0.0	3.9632
11	4100.0	0.0	3.9636
11	4110.0	0.0	3.9632
11	4120.0	0.0	3.9632
11	4130.0	0.0	3.9632
11	4140.0	0.0	3.9632
11	4150.0	0.0	3.9632
11	4160.0	0.0	3.9632
11	4170.0	0.0	3.9636
11	4180.0	0.0	3.9636
11	4190.0	0.0	3.9632
11	4200.0	0.0	3.9632
11	4210.0	0.0	3.9632
11	4220.0	0.0	3.9632
11	4230.0	0.0	3.9632
11	4240.0	0.0	3.9632
11	4250.0	0.0	3.9632
11	4260.0	0.0	3.9632
11	4270.0	0.0	3.9632
11	4280.0	0.0	3.9632
11	4290.0	0.0	3.9632
11	4300.0	0.0	3.9636
11	4310.0	0.0	3.9632
11	4320.0	0.0	3.9632
11	4330.0	0.0	3.9632
11	4340.0	0.0	3.9632
11	4350.0	0.0	3.9632
11	4360.0	0.0	3.9632
11	4370.0	0.0	3.9632
11	4380.0	0.0	3.9632
11	4390.0	0.0	3.9632
11	4400.0	0.0	3.9632
11	4410.0	0.0	3.9636
11	4420.0	0.0	3.9632
11	4430.0	0.0	3.9632
11	4440.0	0.0	3.9632
11	4450.0	0.0	3.9632
11	4460.0	0.0	3.9632
11	4470.0	0.0	3.9632
11	4480.0	0.0	3.9632
11	4490.0	0.0	3.9636
11	4500.0	0.0	3.9632
11	4510.0	0.0	3.9632
11	4520.0	0.0	3.9632
11	4530.0	0.0	3.9632
11	4540.0	0.0	3.9632
11	4550.0	0.0	3.9632
11	4560.0	0.0	3.9632
11	4570.0	0.0	3.9632
11	4580.0	0.0	3.9632
11	4590.0	0.0	3.9632
11	4600.0	0.0	3.9632
11	4610.0	0.0	3.9632
11	4620.0	0.0	3.9632
11	4630.0	0.0	3.9632
11	4640.0	0.0	3.9636
11	4650.0	0.0	3.9632
11	4660.0	0.0	3.9636
11	4670.0	0.0	3.9632
11	4680.0	0.0	3.9632
11	4690.0	0.0	3.9632
11	4700.0	0.0	3.9632
11	4710.0	0.0	3.9636
11	4720.0	0.0	3.9632
11	4730.0	0.0	3.9632
11	4740.0	0.0	3.9632
11	4750.0	0.0	3.9632
11	4760.0	0.0	3.9632
11	4770.0	0.0	3.9632
11	4780.0	0.0	3.9636
11	4790.0	0.0	3.9636
11	4800.0	0.0	3.9636
11	4810.0	0.0	3.9632
11	4820.0	0.0	3.9632
11	4830.0	0.0	3.9636
11	4840.0	0.0	3.9632
11	4850.0	0.0	3.9632
11	4860.0	0.0	3.9632
11	4870.0	0.0	3.9632
11	4880.0	0.0	3.9632
11	4890.0	0.0	3.9636
11	4900.0	0.0	3.9636
11	4910.0	0.0	3.9632
11	4920.0	0.0	3.9632
11	4930.0	0.0	3.9632
11	4940.0	0.0	3.9632
11	4950.0	0.0	3.9632
11	4960.0	0.0	3.9632
11	4970.0	0.0	3.9632
11	4980.0	0.0	3.9632
11	4990.0	0.0	3.9636
11	5000.0	0.0	3.9632
11	5010.0	0.0	3.9632
11	5020.0	0.0	3.9632
11	5030.0	0.0	3.9632
11	5040.0	0.0	3.9636
11	5050.0	0.0	3.9632
11	5060.0	0.0	3.9632
11	5070.0	0.0	3.9632
11	5080.0	0.0	3.9632
11	5090.0	0.0	3.9636
11	5100.0	0.0	3.9632
11	5110.0	0.0	3.9632
11	5120.0	0.0	3.9632
11	5130.0	0.0	3.9632
11	5140.0	0.0	3.9632
11	5150.0	0.0	3.9632
11	5160.0	0.0	3.9636
11	5170.0	0.0	3.9632
11	5180.0	0.0	3.9632
11	5190.0	0.0	3.9632
11	5200.0	0.0	3.9632
11	5210.0	0.0	3.9632
11	5220.0	0.0	3.9632
11	5230.0	0.0	3.9632
11	5240.0	0.0	3.9636
11	5250.0	0.0	3.9632
11	5260.0	0.0	3.9632
11	5270.0	0.0	3.9632
11	5280.0	0.0	3.9632
11	5290.0	0.0	3.9632
11	5300.0	0.0	3.9632
11	5310.0	0.0	3.9632
11	5320.0	0.0	3.9632
11	5330.0	0.0	3.9632
11	5340.0	0.0	3.9636
11	5350.0	0.0	3.9632
11	5360.0	0.0	3.9632
11	5370.0	0.0	3.9632
11	5380.0	0.0	3.9632
11	5390.0	0.0	3.9632
11	5400.0	0.0	3.9636
11	5410.0	0.0	3.9632
11	5420.0	0.0	3.9632
11	5430.0	0.0	3.9636
11	5440.0	0.0	3.9636
11	5450.0	0.0	3.9632
11	5460.0	0.0	3.9632
11	5470.0	0.0	3.9636
11	5480.0	0.0	3.9632
11	5490.0	0.0	3.9632
11	5500.0	0.0	3.9632
11	5510.0	0.0	3.9632
11	5520.0	0.0	3.9632
11	5530.0	0.0	3.9632
11	5540.0	0.0	3.9632
11	5550.0	0.0	3.9632
11	5560.0	0.0	3.9632
11	5570.0	0.0	3.9632
11	5580.0	0.0	3.9636
11	5590.0	0.0	3.9632
11	5600.0	0.0	3.9636
11	5610.0	0.0	3.9636
11	5620.0	0.0	3.9636
11	5630.0	0.0	3.9632
11	5640.0	0.0	3.9632
11	5650.0	0.0	3.9632
11	5660.0	0.0	3.9632
11	5670.0	0.0	3.9632
11	5680.0	0.0	3.9632
11	5690.0	0.0	3.9636
11	5700.0	0.0	3.9636
11	5710.0	0.0	3.9632
11	5720.0	0.0	3.9632
11	5730.0	0.0	3.9632
11	5740.0	0.0	3.9632
