0,03934	3,5375
0,07213	3,575
0,10492	3,5875
0,1377	3,5875
0,17049	3,625
0,20328	3,6375
0,23607	3,6625
0,26885	3,6875
0,30164	3,7125
0,33443	3,7375
0,36721	3,75
0,4	3,7625
0,43279	3,7875
0,46557	3,8
0,49836	3,8375
0,53115	3,875
0,56393	3,9125
0,59672	3,975
0,62951	4
0,6623	4,025
0,69508	4,0875
0,72787	4,1125
0,76066	4,1375
0,79344	4,175
0,82623	4,2
0,85902	4,2375
0,8918	4,2625
0,92459	4,3125
0,95738	4,3625
0,99016	4,425
0,01937	3,41679
0,01297	3,2194
0,00852	3,1285
0,01795	3,31776
