 2.83745e+04  2.84987e+04  2.87550e+04  2.91448e+04  2.96697e+04  3.03323e+04  3.11356e+04  3.20834e+04  3.31800e+04  3.44305e+04  3.58408e+04  3.74174e+04  3.91676e+04  4.10995e+04  4.32222e+04  4.55455e+04  4.80802e+04  5.08380e+04  5.38319e+04  5.70757e+04  6.05845e+04  6.43747e+04  6.84638e+04  7.28710e+04  7.76167e+04  8.27231e+04  8.82140e+04  9.41149e+04  1.00453e+05  1.07259e+05  1.14564e+05  1.22402e+05  1.30810e+05  1.39827e+05  1.49495e+05  1.59861e+05  1.70972e+05  1.82880e+05  1.95644e+05  2.09321e+05  2.23978e+05  2.39683e+05  2.56512e+05  2.74544e+05  2.93867e+05  3.14572e+05  3.36761e+05  3.60540e+05  3.86026e+05  4.13344e+05
 3.29408e+04  3.30694e+04  3.33336e+04  3.37344e+04  3.42735e+04  3.49530e+04  3.57757e+04  3.67449e+04  3.78646e+04  3.91391e+04  4.05738e+04  4.21743e+04  4.39471e+04  4.58995e+04  4.80392e+04  5.03749e+04  5.29160e+04  5.56727e+04  5.86563e+04  6.18786e+04  6.53528e+04  6.90927e+04  7.31136e+04  7.74315e+04  8.20638e+04  8.70294e+04  9.23480e+04  9.80413e+04  1.04132e+05  1.10645e+05  1.17606e+05  1.25044e+05  1.32988e+05  1.41471e+05  1.50527e+05  1.60192e+05  1.70506e+05  1.81510e+05  1.93248e+05  2.05770e+05  2.19125e+05  2.33368e+05  2.48557e+05  2.64755e+05  2.82027e+05  3.00445e+05  3.20084e+05  3.41027e+05  3.63360e+05  3.87176e+05
 3.63646e+04  3.64954e+04  3.67632e+04  3.71690e+04  3.77143e+04  3.84010e+04  3.92318e+04  4.02095e+04  4.13378e+04  4.26208e+04  4.40631e+04  4.56699e+04  4.74472e+04  4.94014e+04  5.15396e+04  5.38695e+04  5.63996e+04  5.91392e+04  6.20980e+04  6.52869e+04  6.87174e+04  7.24019e+04  7.63537e+04  8.05873e+04  8.51178e+04  8.99617e+04  9.51365e+04  1.00661e+05  1.06555e+05  1.12840e+05  1.19538e+05  1.26674e+05  1.34273e+05  1.42364e+05  1.50974e+05  1.60136e+05  1.69882e+05  1.80248e+05  1.91271e+05  2.02991e+05  2.15451e+05  2.28695e+05  2.42772e+05  2.57734e+05  2.73634e+05  2.90530e+05  3.08486e+05  3.27566e+05  3.47841e+05  3.69386e+05
 3.91877e+04  3.93196e+04  3.95890e+04  3.99969e+04  4.05447e+04  4.12342e+04  4.20677e+04  4.30479e+04  4.41782e+04  4.54624e+04  4.69047e+04  4.85100e+04  5.02835e+04  5.22313e+04  5.43598e+04  5.66761e+04  5.91880e+04  6.19037e+04  6.48322e+04  6.79835e+04  7.13678e+04  7.49964e+04  7.88813e+04  8.30355e+04  8.74726e+04  9.22073e+04  9.72554e+04  1.02633e+05  1.08359e+05  1.14451e+05  1.20930e+05  1.27817e+05  1.35135e+05  1.42907e+05  1.51160e+05  1.59920e+05  1.69217e+05  1.79081e+05  1.89544e+05  2.00641e+05  2.12409e+05  2.24886e+05  2.38113e+05  2.52134e+05  2.66996e+05  2.82748e+05  2.99441e+05  3.17132e+05  3.35880e+05  3.55746e+05
 4.16282e+04  4.17605e+04  4.20304e+04  4.24388e+04  4.29870e+04  4.36766e+04  4.45098e+04  4.54892e+04  4.66179e+04  4.78992e+04  4.93373e+04  5.09366e+04  5.27019e+04  5.46389e+04  5.67534e+04  5.90521e+04  6.15420e+04  6.42307e+04  6.71267e+04  7.02387e+04  7.35765e+04  7.71501e+04  8.09707e+04  8.50499e+04  8.94002e+04  9.40349e+04  9.89682e+04  1.04215e+05  1.09792e+05  1.15715e+05  1.22003e+05  1.28675e+05  1.35751e+05  1.43253e+05  1.51203e+05  1.59626e+05  1.68547e+05  1.77992e+05  1.87992e+05  1.98576e+05  2.09776e+05  2.21626e+05  2.34162e+05  2.47422e+05  2.61447e+05  2.76278e+05  2.91962e+05  3.08545e+05  3.26079e+05  3.44617e+05
 4.37975e+04  4.39298e+04  4.41995e+04  4.46074e+04  4.51546e+04  4.58428e+04  4.66738e+04  4.76503e+04  4.87749e+04  5.00510e+04  5.14822e+04  5.30728e+04  5.48273e+04  5.67508e+04  5.88489e+04  6.11277e+04  6.35936e+04  6.62540e+04  6.91163e+04  7.21888e+04  7.54804e+04  7.90005e+04  8.27593e+04  8.67674e+04  9.10363e+04  9.55782e+04  1.00406e+05  1.05534e+05  1.10976e+05  1.16747e+05  1.22865e+05  1.29346e+05  1.36209e+05  1.43474e+05  1.51160e+05  1.59289e+05  1.67885e+05  1.76971e+05  1.86573e+05  1.96718e+05  2.07435e+05  2.18754e+05  2.30707e+05  2.43326e+05  2.56648e+05  2.70711e+05  2.85553e+05  3.01216e+05  3.17745e+05  3.35186e+05
 4.57615e+04  4.58937e+04  4.61627e+04  4.65693e+04  4.71147e+04  4.78002e+04  4.86279e+04  4.96000e+04  5.07190e+04  5.19882e+04  5.34110e+04  5.49911e+04  5.67331e+04  5.86416e+04  6.07217e+04  6.29792e+04  6.54202e+04  6.80514e+04  7.08797e+04  7.39130e+04  7.71593e+04  8.06275e+04  8.43268e+04  8.82673e+04  9.24594e+04  9.69145e+04  1.01644e+05  1.06662e+05  1.11980e+05  1.17613e+05  1.23577e+05  1.29886e+05  1.36557e+05  1.43609e+05  1.51060e+05  1.58929e+05  1.67237e+05  1.76006e+05  1.85260e+05  1.95022e+05  2.05318e+05  2.16176e+05  2.27622e+05  2.39689e+05  2.52406e+05  2.65808e+05  2.79929e+05  2.94807e+05  3.10480e+05  3.26990e+05
 4.75631e+04  4.76949e+04  4.79629e+04  4.83678e+04  4.89106e+04  4.95929e+04  5.04163e+04  5.13830e+04  5.24955e+04  5.37566e+04  5.51697e+04  5.67384e+04  5.84666e+04  6.03590e+04  6.24203e+04  6.46558e+04  6.70713e+04  6.96730e+04  7.24675e+04  7.54620e+04  7.86640e+04  8.20818e+04  8.57240e+04  8.95999e+04  9.37192e+04  9.80925e+04  1.02731e+05  1.07645e+05  1.12849e+05  1.18354e+05  1.24176e+05  1.30327e+05  1.36825e+05  1.43684e+05  1.50922e+05  1.58556e+05  1.66607e+05  1.75092e+05  1.84035e+05  1.93456e+05  2.03379e+05  2.13827e+05  2.24828e+05  2.36408e+05  2.48594e+05  2.61418e+05  2.74910e+05  2.89103e+05  3.04032e+05  3.19734e+05
 4.92321e+04  4.93633e+04  4.96300e+04  5.00328e+04  5.05727e+04  5.12511e+04  5.20696e+04  5.30303e+04  5.41354e+04  5.53877e+04  5.67904e+04  5.83467e+04  6.00606e+04  6.19362e+04  6.39781e+04  6.61912e+04  6.85810e+04  7.11533e+04  7.39142e+04  7.68705e+04  8.00294e+04  8.33983e+04  8.69855e+04  9.07995e+04  9.48496e+04  9.91452e+04  1.03697e+05  1.08515e+05  1.13612e+05  1.18999e+05  1.24688e+05  1.30695e+05  1.37031e+05  1.43714e+05  1.50757e+05  1.58178e+05  1.65994e+05  1.74223e+05  1.82884e+05  1.91998e+05  2.01585e+05  2.11667e+05  2.22269e+05  2.33414e+05  2.45128e+05  2.57437e+05  2.70371e+05  2.83959e+05  2.98232e+05  3.13222e+05
 5.07899e+04  5.09204e+04  5.11857e+04  5.15861e+04  5.21228e+04  5.27969e+04  5.36101e+04  5.45641e+04  5.56614e+04  5.69044e+04  5.82960e+04  5.98395e+04  6.15385e+04  6.33969e+04  6.54191e+04  6.76097e+04  6.99737e+04  7.25167e+04  7.52446e+04  7.81635e+04  8.12802e+04  8.46018e+04  8.81359e+04  9.18906e+04  9.58744e+04  1.00096e+05  1.04566e+05  1.09293e+05  1.14289e+05  1.19565e+05  1.25132e+05  1.31003e+05  1.37191e+05  1.43710e+05  1.50574e+05  1.57798e+05  1.65399e+05  1.73393e+05  1.81797e+05  1.90631e+05  1.99913e+05  2.09663e+05  2.19904e+05  2.30657e+05  2.41945e+05  2.53793e+05  2.66226e+05  2.79272e+05  2.92957e+05  3.07313e+05
